REG_Number,Department,Graduation_Year,CGPA,Internship,Internship_Months,Projects_Count,Certifications_Count,Python_Skill,SQL_Skill,DSA_Skill,DBMS_Skill,OOP_Skill,Computer_Networks_Skill,Operating_Systems_Skill,Web_Development_Skill,Cloud_Computing_Skill,Machine_Learning_Skill,Communication_Skill,Problem_Solving_Skill,Industry_Python_Required,Industry_SQL_Required,Industry_DSA_Required,Industry_DBMS_Required,Industry_OOP_Required,Industry_Computer_Networks_Required,Industry_Operating_Systems_Required,Industry_Web_Development_Required,Industry_Cloud_Computing_Required,Industry_Machine_Learning_Required,Industry_Communication_Required,Industry_Problem_Solving_Required,Python_Gap,SQL_Gap,DSA_Gap,DBMS_Gap,OOP_Gap,Computer_Networks_Gap,Operating_Systems_Gap,Web_Development_Gap,Cloud_Computing_Gap,Machine_Learning_Gap,Communication_Gap,Problem_Solving_Gap,Overall_Skill_Gap,Skill_Alignment_Percentage,Placement_Status,event_timestamp
231FA04750,CSE-AIML,2027,6.81,Yes,12,2,5,6.4,5.3,9.1,7.5,4.9,8.4,7.7,8.4,6.2,6.4,5.9,9.5,8,8,9,8,7,7,6,7,7,6,7,8,1.6,2.7,0,0.5,2.1,0,0,0,0.8,0,1.1,0,0.73,92.7,Not Placed,2026-07-07 06:00:00
231FA04751,CSE,2027,7.76,Yes,12,5,3,6.7,6.1,6.5,6.9,9.2,7.6,8.8,7.6,7.1,6,9.3,8.5,9,8,8,8,7,7,7,6,7,7,7,8,2.3,1.9,1.5,1.1,0,0,0,0,0,1,0,0,0.65,93.5,Placed,2026-07-07 12:00:00
231FA04752,CSE-DS,2027,6.32,No,0,3,2,7.8,7.6,5.6,6.8,7.8,7.7,6.7,9,7.2,8.1,6.7,6,8,7,7,7,7,7,7,7,7,7,9,7,0.2,0,1.4,0.2,0,0,0.3,0,0,0,2.3,1,0.45,95.5,Not Placed,2026-07-07 18:00:00
231FA04753,CSE-AIML,2027,7.89,Yes,6,3,2,8.2,7.9,7.4,5.9,8.3,6,8,5.6,5.9,7.4,7.7,7.3,9,8,8,8,8,7,7,8,7,7,9,8,0.8,0.1,0.6,2.1,0,1,0,2.4,1.1,0,1.3,0.7,0.84,91.6,Not Placed,2026-07-08 00:00:00
231FA04754,CSE,2027,7.54,Yes,5,2,5,6.4,8.4,7.2,7.3,6.9,6.1,8.5,6.2,9.2,6,7.5,7.1,9,8,9,8,8,6,7,7,8,8,8,8,2.6,0,1.8,0.7,1.1,0,0,0.8,0,2,0.5,0.9,0.87,91.3,Placed,2026-07-08 06:00:00
231FA04755,CSE,2027,7.3,Yes,10,3,3,6.8,7.8,7.9,7.6,5.6,5.5,5.4,6.7,9.6,6.9,9.6,6.9,9,8,8,7,9,7,8,8,8,8,7,8,2.2,0.2,0.1,0,3.4,1.5,2.6,1.3,0,1.1,0,1.1,1.12,88.8,Placed,2026-07-08 12:00:00
231FA04756,CSE-AIML,2027,6.45,No,0,4,4,7,7.5,6.4,7.1,4.7,5.7,4.7,7.7,5.1,8.6,7.2,8,8,9,9,7,8,6,7,7,7,7,7,8,1,1.5,2.6,0,3.3,0.3,2.3,0,1.9,0,0,0,1.08,89.2,Not Placed,2026-07-08 18:00:00
231FA04757,CSE-AIML,2027,8.04,Yes,5,3,3,6.3,5.7,6.7,8.4,9.8,7.7,5.5,5.9,5.2,6.9,6.8,6.9,9,8,8,7,7,7,8,7,7,7,8,8,2.7,2.3,1.3,0,0,0,2.5,1.1,1.8,0.1,1.2,1.1,1.18,88.2,Not Placed,2026-07-09 00:00:00
231FA04758,CSE,2027,7.25,Yes,6,2,5,5.6,5.5,7.1,7.6,5.5,7.6,8.2,4.1,9,7.9,8.2,5.7,9,8,8,7,8,7,7,6,7,7,8,9,3.4,2.5,0.9,0,2.5,0,0,1.9,0,0,0,3.3,1.21,87.9,Placed,2026-07-09 06:00:00
231FA04759,CSE-DS,2027,6.77,No,0,2,2,7.4,7.6,5.6,7.4,6.3,5.7,6.2,6.7,6.1,5.5,6.9,7.2,8,8,9,8,7,8,6,7,8,7,8,7,0.6,0.4,3.4,0.6,0.7,2.3,0,0.3,1.9,1.5,1.1,0,1.07,89.3,Not Placed,2026-07-09 12:00:00
231FA04760,CSE-AIML,2027,5.5,No,0,5,7,7.1,4.9,6.2,5.9,9.1,7.1,6.6,6.3,6.8,7.9,4.7,7.2,7,8,9,6,8,7,7,7,8,7,7,8,0,3.1,2.8,0.1,0,0,0.4,0.7,1.2,0,2.3,0.8,0.95,90.5,Placed,2026-07-09 18:00:00
231FA04761,CSE,2027,7.63,Yes,4,3,4,6.5,7.6,8.1,6.2,5.4,6.7,8.7,8.2,6.6,6.3,6.4,5.5,7,7,8,8,7,7,8,8,7,7,8,9,0.5,0,0,1.8,1.6,0.3,0,0,0.4,0.7,1.6,3.5,0.87,91.3,Placed,2026-07-10 00:00:00
231FA04762,CSE,2027,8.98,Yes,5,1,1,7.9,8.1,6.4,6.3,6,6.3,6,6.7,7.9,7.8,5.8,7.1,8,8,8,8,8,7,7,7,7,7,8,8,0.1,0,1.6,1.7,2,0.7,1,0.3,0,0,2.2,0.9,0.88,91.2,Not Placed,2026-07-10 06:00:00
231FA04763,CSE,2027,8.9,Yes,8,5,1,8.2,6.2,7.5,8.9,7.1,4.8,4.2,7.7,7.5,7.6,8,5.5,8,7,8,7,8,7,7,8,7,7,9,8,0,0.8,0.5,0,0.9,2.2,2.8,0.3,0,0,1,2.5,0.92,90.8,Not Placed,2026-07-10 12:00:00
231FA04764,CSE-AIML,2027,7.31,Yes,3,2,2,5.8,7.3,7.7,6.4,5,7.2,6.8,5.4,4.3,7.5,6,7,9,9,8,7,8,8,6,7,7,7,8,8,3.2,1.7,0.3,0.6,3,0.8,0,1.6,2.7,0,2,1,1.41,85.9,Not Placed,2026-07-10 18:00:00
231FA04765,CSE,2027,7.2,Yes,12,3,2,7,5.4,7.4,5.8,5,4.8,6.9,8.9,6.9,9.1,8.7,7.5,8,9,8,7,9,8,7,7,7,7,7,8,1,3.6,0.6,1.2,4,3.2,0.1,0,0.1,0,0,0.5,1.19,88.1,Placed,2026-07-11 00:00:00
231FA04766,CSE-AIML,2027,8,Yes,6,4,3,9.2,9,8.7,4.9,6.9,6.4,8.7,6.8,9.4,7.3,7.2,6.7,8,8,8,7,7,7,6,6,7,7,7,7,0,0,0,2.1,0.1,0.6,0,0,0,0,0,0.3,0.26,97.4,Placed,2026-07-11 06:00:00
231FA04767,CSE-AIML,2027,6.9,Yes,8,4,3,6.8,7.3,6.9,6.4,6.5,9.3,9.5,6.4,8.1,6,6.6,5.6,8,8,7,7,8,7,6,7,7,7,7,8,1.2,0.7,0.1,0.6,1.5,0,0,0.6,0,1,0.4,2.4,0.71,92.9,Not Placed,2026-07-11 12:00:00
231FA04768,CSE-DS,2027,7.88,Yes,5,3,2,8.3,7.6,7.8,8.1,5.9,6.6,7.6,6.6,7.1,6,8.7,8.2,7,8,9,7,8,7,7,7,7,8,8,9,0,0.4,1.2,0,2.1,0.4,0,0.4,0,2,0,0.8,0.61,93.9,Placed,2026-07-11 18:00:00
231FA04769,CSE,2027,8.22,No,0,3,3,8.5,7.8,5.6,6.3,6.1,6.6,8.3,5.1,6.2,6.5,5.3,7.2,8,7,9,7,8,7,6,6,7,6,8,8,0,0,3.4,0.7,1.9,0.4,0,0.9,0.8,0,2.7,0.8,0.97,90.3,Placed,2026-07-12 00:00:00
231FA04770,CSE-DS,2027,8.57,No,0,4,3,6.7,8.5,6.8,7.7,7.3,4,5.3,7.6,7.6,7,8.8,7.8,8,8,9,7,9,8,8,8,7,7,8,8,1.3,0,2.2,0,1.7,4,2.7,0.4,0,0,0,0.2,1.04,89.6,Not Placed,2026-07-12 06:00:00
231FA04771,CSE,2027,7.57,Yes,8,5,2,9.1,4.1,9.3,6.4,7.2,8.7,4.5,6.9,8.4,6.4,8.3,8,8,7,8,8,8,8,7,7,6,8,7,9,0,2.9,0,1.6,0.8,0,2.5,0.1,0,1.6,0,1,0.88,91.2,Placed,2026-07-12 12:00:00
231FA04772,CSE-DS,2027,7.5,Yes,2,6,4,7.7,8.2,9.1,8.2,8.6,6.3,8.2,8.1,8.8,6,8.8,6.3,8,8,9,8,8,7,6,7,7,6,7,8,0.3,0,0,0,0,0.7,0,0,0,0,0,1.7,0.22,97.8,Placed,2026-07-12 18:00:00
231FA04773,CSE,2027,6.99,Yes,10,3,2,9.7,5.7,5.4,6.5,8.1,7.3,8.9,6.4,6.2,5.9,6.2,5.1,8,9,8,8,7,6,6,8,8,7,8,8,0,3.3,2.6,1.5,0,0,0,1.6,1.8,1.1,1.8,2.9,1.38,86.2,Placed,2026-07-13 00:00:00
231FA04774,CSE,2027,7.03,No,0,3,6,6.1,5.4,7.8,8.8,7.2,6.1,7.9,6.9,8.2,5.8,5.9,7.9,8,8,7,8,8,7,7,7,7,7,8,8,1.9,2.6,0,0,0.8,0.9,0,0.1,0,1.2,2.1,0.1,0.81,91.9,Not Placed,2026-07-13 06:00:00
231FA04775,CSE-AIML,2027,7.48,Yes,4,2,8,7.3,8.4,6.2,7.8,8,5.4,7.3,4.8,9.1,5.6,7,7.3,8,8,8,8,9,7,7,7,7,8,8,8,0.7,0,1.8,0.2,1,1.6,0,2.2,0,2.4,1,0.7,0.97,90.3,Not Placed,2026-07-13 12:00:00
231FA04776,CSE,2027,7.93,Yes,3,4,2,5.9,9.4,6.3,6.8,6.3,6.3,7,8,7.3,6.2,7.1,5.4,8,7,8,7,8,7,8,7,7,7,9,8,2.1,0,1.7,0.2,1.7,0.7,1,0,0,0.8,1.9,2.6,1.06,89.4,Placed,2026-07-13 18:00:00
231FA04777,CSE,2027,8.34,Yes,8,3,5,8.8,6.7,6.8,4.9,6.7,9.4,8.1,8.7,7.5,4.1,7.4,7.6,7,8,8,6,9,6,7,8,7,7,7,8,0,1.3,1.2,1.1,2.3,0,0,0,0,2.9,0,0.4,0.77,92.3,Placed,2026-07-14 00:00:00
231FA04778,CSE-AIML,2027,7.05,No,0,4,2,7.9,6.7,5.8,6.6,6.3,7.4,6.6,5.5,7.5,5.8,6.4,6.2,9,9,8,7,9,7,6,6,7,6,8,8,1.1,2.3,2.2,0.4,2.7,0,0,0.5,0,0.2,1.6,1.8,1.07,89.3,Placed,2026-07-14 06:00:00
231FA04779,CSE-AIML,2027,8.77,No,0,4,5,7.6,5.6,7.4,8.7,7.5,6.5,6.9,7.7,8,9.2,5.3,7.7,8,9,8,6,9,7,6,6,7,7,8,8,0.4,3.4,0.6,0,1.5,0.5,0,0,0,0,2.7,0.3,0.78,92.2,Not Placed,2026-07-14 12:00:00
231FA04780,CSE-AIML,2027,7.45,Yes,3,2,3,7.1,6.8,7.3,6.6,5.6,7.1,7.7,6.8,8.2,6.6,7.4,4.9,8,8,8,7,8,6,7,6,6,7,8,9,0.9,1.2,0.7,0.4,2.4,0,0,0,0,0.4,0.6,4.1,0.89,91.1,Placed,2026-07-14 18:00:00
231FA04781,CSE-AIML,2027,7.63,Yes,3,3,2,9.7,6.7,6.3,6.6,5.8,5.5,7,7.1,7.2,6.9,6.8,5.4,7,8,7,8,8,7,7,7,8,7,7,8,0,1.3,0.7,1.4,2.2,1.5,0,0,0.8,0.1,0.2,2.6,0.9,91,Not Placed,2026-07-15 00:00:00
231FA04782,CSE,2027,7.09,No,0,2,3,6,6.8,5.9,7,6.4,6.4,6.9,7.2,7.5,9.1,7.7,4.7,8,8,8,7,7,7,7,7,7,7,9,9,2,1.2,2.1,0,0.6,0.6,0.1,0,0,0,1.3,4.3,1.02,89.8,Placed,2026-07-15 06:00:00
231FA04783,CSE,2027,5.83,Yes,6,5,1,5.4,6.4,5.8,7.2,7.4,6.1,8.2,8.6,4.5,5,8.1,7.8,8,9,7,7,9,7,7,7,7,7,8,8,2.6,2.6,1.2,0,1.6,0.9,0,0,2.5,2,0,0.2,1.13,88.7,Not Placed,2026-07-15 12:00:00
231FA04784,CSE,2027,8.31,No,0,1,3,7.4,6.7,6.6,7.4,6.9,8.4,5.9,6.7,7.8,6.9,7.6,7.5,8,8,9,6,8,7,6,6,6,7,9,8,0.6,1.3,2.4,0,1.1,0,0.1,0,0,0.1,1.4,0.5,0.62,93.8,Not Placed,2026-07-15 18:00:00
231FA04785,CSE,2027,8.2,No,0,4,0,6.3,5.5,5.9,5.5,4.5,8.2,4.5,9.1,6.2,6.5,4.9,7.3,8,8,8,7,9,6,7,7,7,8,7,8,1.7,2.5,2.1,1.5,4.5,0,2.5,0,0.8,1.5,2.1,0.7,1.66,83.4,Placed,2026-07-16 00:00:00
231FA04786,CSE-DS,2027,7.44,Yes,6,3,1,6.5,6.9,5.8,7.4,5.8,6.9,7.4,8.6,7.8,6.9,6.8,7.2,8,7,8,7,8,8,7,7,7,7,8,9,1.5,0.1,2.2,0,2.2,1.1,0,0,0,0.1,1.2,1.8,0.85,91.5,Not Placed,2026-07-16 06:00:00
231FA04787,CSE-AIML,2027,7.7,Yes,6,2,2,7.8,5.9,8,5.7,7.4,7.5,6,4.9,6.5,3.6,6.6,5.3,9,8,7,7,9,6,7,7,8,7,8,9,1.2,2.1,0,1.3,1.6,0,1,2.1,1.5,3.4,1.4,3.7,1.61,83.9,Placed,2026-07-16 12:00:00
231FA04788,CSE,2027,8.04,Yes,6,3,2,10,8.4,7.1,8.7,7.9,5.6,6.2,8.3,5.8,7.5,7.9,6.7,9,8,8,7,8,7,7,6,7,7,9,9,0,0,0.9,0,0.1,1.4,0.8,0,1.2,0,1.1,2.3,0.65,93.5,Placed,2026-07-16 18:00:00
231FA04789,CSE,2027,6.48,Yes,6,4,0,6.9,7.7,7.7,7.2,6.7,7.4,4.1,8.5,6.5,5.8,7.4,7.4,8,8,8,8,8,7,8,6,7,7,8,8,1.1,0.3,0.3,0.8,1.3,0,3.9,0,0.5,1.2,0.6,0.6,0.88,91.2,Placed,2026-07-17 00:00:00
231FA04790,CSE-DS,2027,7.25,No,0,1,0,5,6.4,6.3,6.2,8.3,6.2,6.1,5.4,5.2,6.8,5.7,6,8,8,8,7,8,7,6,7,7,8,8,8,3,1.6,1.7,0.8,0,0.8,0,1.6,1.8,1.2,2.3,2,1.4,86,Placed,2026-07-17 06:00:00
231FA04791,CSE,2027,8.25,No,0,7,3,7.7,7.5,7.6,7.6,8.2,10,9,7,8.9,6.1,6.7,8.3,7,7,9,8,8,8,6,7,6,7,9,8,0,0,1.4,0.4,0,0,0,0,0,0.9,2.3,0,0.42,95.8,Placed,2026-07-17 12:00:00
231FA04792,CSE-AIML,2027,6.71,Yes,4,2,3,7.6,7.5,6,6,6.9,6.4,7.8,6.4,6.3,4.7,7.8,7.1,8,8,9,7,8,7,7,8,8,8,7,8,0.4,0.5,3,1,1.1,0.6,0,1.6,1.7,3.3,0,0.9,1.18,88.2,Not Placed,2026-07-17 18:00:00
231FA04793,CSE,2027,7.87,Yes,8,3,1,4.1,7.5,6.4,7.9,6.8,5.9,9.1,8.9,6.7,7.4,6.3,4.8,8,8,8,7,8,8,6,7,6,7,7,8,3.9,0.5,1.6,0,1.2,2.1,0,0,0,0,0.7,3.2,1.1,89,Placed,2026-07-18 00:00:00
231FA04794,CSE-AIML,2027,6.63,No,0,4,3,8.4,5.7,8.3,7.6,7.1,6.7,7.6,5.6,8.4,6.9,8.6,6.6,7,8,9,7,8,7,7,7,8,7,7,7,0,2.3,0.7,0,0.9,0.3,0,1.4,0,0.1,0,0.4,0.51,94.9,Not Placed,2026-07-18 06:00:00
231FA04795,CSE,2027,8,No,0,4,5,7.4,7.5,7.9,9.4,6.6,7,7.2,4.3,6.5,6.6,10,7.5,7,8,8,6,8,6,6,7,7,7,8,7,0,0.5,0.1,0,1.4,0,0,2.7,0.5,0.4,0,0,0.47,95.3,Placed,2026-07-18 12:00:00
231FA04796,CSE-DS,2027,7.62,No,0,5,4,7.8,5.3,7.1,8.3,10,6.3,4.9,6.2,6.2,6.2,8.3,7.6,9,9,8,6,7,7,7,6,7,7,8,8,1.2,3.7,0.9,0,0,0.7,2.1,0,0.8,0.8,0,0.4,0.88,91.2,Placed,2026-07-18 18:00:00
231FA04797,CSE-DS,2027,6.44,Yes,6,3,0,5.1,8.3,8.9,4.4,8,6.3,5.4,4.7,6,5.9,6.7,9.2,7,8,7,7,7,7,7,7,8,7,8,7,1.9,0,0,2.6,0,0.7,1.6,2.3,2,1.1,1.3,0,1.12,88.8,Placed,2026-07-19 00:00:00
231FA04798,CSE-AIML,2027,8.52,Yes,6,2,1,6.3,5.2,6.5,8.2,6.6,7.7,7.1,7,8.9,5.7,5.6,5.8,8,8,7,7,9,7,8,7,6,6,7,8,1.7,2.8,0.5,0,2.4,0,0.9,0,0,0.3,1.4,2.2,1.02,89.8,Not Placed,2026-07-19 06:00:00
231FA04799,CSE-AIML,2027,7.1,No,0,4,3,7.3,6.9,7.7,6.7,6.6,7.3,9,5.4,5.7,6.9,9.4,5.5,9,8,9,7,7,6,7,7,7,7,8,8,1.7,1.1,1.3,0.3,0.4,0,0,1.6,1.3,0.1,0,2.5,0.86,91.4,Placed,2026-07-19 12:00:00
231FA04800,CSE-DS,2027,7.04,No,0,4,3,6.8,5.7,7.3,4.2,5.5,8.4,6.8,5.9,6.8,6.7,7.5,4.2,8,8,8,6,8,7,7,8,7,8,8,8,1.2,2.3,0.7,1.8,2.5,0,0.2,2.1,0.2,1.3,0.5,3.8,1.38,86.2,Placed,2026-07-19 18:00:00
231FA04801,CSE-AIML,2027,7.8,Yes,3,6,2,6,6.1,8.1,7.3,9.1,8.4,6.9,7.3,9,9.1,7.2,6.1,9,8,7,7,7,8,7,7,7,7,7,8,3,1.9,0,0,0,0,0.1,0,0,0,0,1.9,0.58,94.2,Placed,2026-07-20 00:00:00
231FA04802,CSE,2027,8.51,Yes,6,3,7,4.9,4.9,8.1,8.1,6.7,9.1,7.3,6.8,9,8.8,7.5,8.2,9,7,8,7,8,7,7,8,7,7,7,8,4.1,2.1,0,0,1.3,0,0,1.2,0,0,0,0,0.72,92.8,Placed,2026-07-20 06:00:00
231FA04803,CSE-AIML,2027,6.89,Yes,8,2,1,7.4,9.3,6.4,5.1,7.4,6.7,6.7,6.6,4.6,6.9,6.1,6.2,8,8,7,8,8,7,8,7,6,7,8,8,0.6,0,0.6,2.9,0.6,0.3,1.3,0.4,1.4,0.1,1.9,1.8,0.99,90.1,Placed,2026-07-20 12:00:00
231FA04804,CSE-AIML,2027,7.7,Yes,2,2,4,6.5,7,7.3,7,8.4,7.9,6.9,5.7,7.7,6.6,6.8,5.4,7,8,8,7,9,7,7,8,7,7,9,8,0.5,1,0.7,0,0.6,0,0.1,2.3,0,0.4,2.2,2.6,0.87,91.3,Placed,2026-07-20 18:00:00
231FA04805,CSE,2027,7.97,Yes,6,2,2,7.4,10,6.3,7.7,8.5,6.2,3.9,7.8,7,7.3,7,8.3,8,8,8,7,7,7,7,7,6,7,8,8,0.6,0,1.7,0,0,0.8,3.1,0,0,0,1,0,0.6,94,Placed,2026-07-21 00:00:00
231FA04806,CSE-AIML,2027,8.17,No,0,3,3,6.8,9.6,7.8,8.2,6.9,7.3,4.8,6.2,8.3,6.9,5.5,6.1,7,8,8,8,9,6,6,7,8,8,8,9,0.2,0,0.2,0,2.1,0,1.2,0.8,0,1.1,2.5,2.9,0.92,90.8,Placed,2026-07-21 06:00:00
231FA04807,CSE-DS,2027,7.78,Yes,5,3,1,6,6.8,5.9,8.7,7.2,5.2,8.8,6.8,7.5,7.3,7.4,6.5,8,9,8,7,8,6,7,7,7,7,8,7,2,2.2,2.1,0,0.8,0.8,0,0.2,0,0,0.6,0.5,0.77,92.3,Not Placed,2026-07-21 12:00:00
231FA04808,CSE-DS,2027,7.37,No,0,5,6,7.7,7.1,7.7,7,6.9,5.4,7.2,7.5,9.6,7.9,6.3,6,7,8,7,6,8,7,7,7,7,7,7,8,0,0.9,0,0,1.1,1.6,0,0,0,0,0.7,2,0.52,94.8,Not Placed,2026-07-21 18:00:00
231FA04809,CSE,2027,7.03,Yes,4,4,5,7.5,6.3,6.5,6.3,6.8,8.1,4.7,8.8,6.9,6.4,8.3,6.9,8,9,9,6,7,7,7,7,6,7,8,8,0.5,2.7,2.5,0,0.2,0,2.3,0,0,0.6,0,1.1,0.82,91.8,Placed,2026-07-22 00:00:00
231FA04810,CSE,2027,7.71,No,0,4,2,5.6,5,7.8,7.8,6.4,8.5,6.9,8.5,5.7,5.5,6.2,6.4,7,8,8,6,8,6,6,8,6,7,9,8,1.4,3,0.2,0,1.6,0,0,0,0.3,1.5,2.8,1.6,1.03,89.7,Placed,2026-07-22 06:00:00
231FA04811,CSE-DS,2027,6.85,No,0,3,4,8.2,7.1,5.8,6.8,6.2,5.7,6.7,6.5,5.8,5.8,7.8,7.3,8,7,8,7,8,6,7,7,8,7,8,9,0,0,2.2,0.2,1.8,0.3,0.3,0.5,2.2,1.2,0.2,1.7,0.88,91.2,Placed,2026-07-22 12:00:00
231FA04812,CSE-DS,2027,5.5,Yes,3,2,0,7.4,5.9,4.9,5.5,7.5,4.2,8,4.9,7.2,5,5.5,3.7,8,8,8,7,9,7,7,7,7,8,8,8,0.6,2.1,3.1,1.5,1.5,2.8,0,2.1,0,3,2.5,4.3,1.96,80.4,Not Placed,2026-07-22 18:00:00
231FA04813,CSE,2027,7.98,Yes,4,3,3,9.4,7.8,7.9,6.5,5.9,8.1,5.6,6.9,5.5,7.3,4.7,5.2,7,8,8,7,9,7,7,7,7,7,7,8,0,0.2,0.1,0.5,3.1,0,1.4,0.1,1.5,0,2.3,2.8,1,90,Placed,2026-07-23 00:00:00
231FA04814,CSE-DS,2027,8.33,Yes,2,3,2,6,7.9,6.4,8.3,9,6.7,5.2,8.3,5.2,6,5,8.3,8,8,9,7,8,7,7,8,7,7,8,9,2,0.1,2.6,0,0,0.3,1.8,0,1.8,1,3,0.7,1.11,88.9,Placed,2026-07-23 06:00:00
231FA04815,CSE-DS,2027,5.88,Yes,6,4,4,7.6,8.9,6.3,5.8,6.2,5.2,8.7,10,6,7.6,6.7,7.4,8,8,7,8,8,8,7,8,7,7,8,8,0.4,0,0.7,2.2,1.8,2.8,0,0,1,0,1.3,0.6,0.9,91,Not Placed,2026-07-23 12:00:00
231FA04816,CSE,2027,6.89,No,0,1,2,7.7,4.9,5.8,7.9,7,6.8,7,7.1,7.8,7.3,6.3,6.8,9,8,7,7,8,7,7,8,7,7,7,9,1.3,3.1,1.2,0,1,0.2,0,0.9,0,0,0.7,2.2,0.88,91.2,Not Placed,2026-07-23 18:00:00
231FA04817,CSE-AIML,2027,8.11,No,0,1,3,6.6,5.7,6.6,6.5,4.6,7.7,7.9,7.4,7.8,6.5,6,7.9,8,8,8,8,8,7,7,8,7,7,8,7,1.4,2.3,1.4,1.5,3.4,0,0,0.6,0,0.5,2,0,1.09,89.1,Not Placed,2026-07-24 00:00:00
231FA04818,CSE,2027,9.19,Yes,3,4,6,6.4,6.3,8.3,8.2,8.9,5.6,7.6,6.3,8.8,9.4,8.3,7,8,8,8,7,9,8,7,6,7,7,7,8,1.6,1.7,0,0,0.1,2.4,0,0,0,0,0,1,0.57,94.3,Not Placed,2026-07-24 06:00:00
231FA04819,CSE,2027,7.67,Yes,4,3,2,6,6.4,5.9,6.8,6,5.2,7.4,7.5,9.1,6.4,4.6,8,7,7,8,6,8,7,7,7,6,7,8,7,1,0.6,2.1,0,2,1.8,0,0,0,0.6,3.4,0,0.96,90.4,Not Placed,2026-07-24 12:00:00
231FA04820,CSE,2027,7.1,Yes,6,4,3,8.2,8.5,8.9,8.9,5.8,9,6.6,8,7.4,5.8,8.5,6.5,9,8,9,7,9,7,8,7,7,7,8,8,0.8,0,0.1,0,3.2,0,1.4,0,0,1.2,0,1.5,0.68,93.2,Not Placed,2026-07-24 18:00:00
231FA04821,CSE-DS,2027,7.51,No,0,4,2,9.2,5.9,5.6,6,8.7,4.9,8,9.1,6.6,6.4,6.9,5.4,8,8,8,8,8,7,8,7,8,8,8,7,0,2.1,2.4,2,0,2.1,0,0,1.4,1.6,1.1,1.6,1.19,88.1,Placed,2026-07-25 00:00:00
231FA04822,CSE,2027,8.68,Yes,2,5,5,10,8.5,6.1,6.6,7.9,6,5.8,8,8.9,8.8,7.6,7.3,8,8,7,6,9,7,7,7,7,8,9,8,0,0,0.9,0,1.1,1,1.2,0,0,0,1.4,0.7,0.52,94.8,Not Placed,2026-07-25 06:00:00
231FA04823,CSE,2027,7.17,Yes,10,4,3,7.1,8.3,5.5,6.1,6.6,6.8,7,7,7.9,4.9,5.1,6.2,8,8,8,7,9,7,7,7,7,7,8,8,0.9,0,2.5,0.9,2.4,0.2,0,0,0,2.1,2.9,1.8,1.14,88.6,Not Placed,2026-07-25 12:00:00
231FA04824,CSE,2027,7.05,Yes,5,3,3,8,6.1,6.9,7.1,7.3,8.9,7.8,8.2,6.8,8.8,7,4.5,9,8,9,6,8,7,8,8,7,8,7,8,1,1.9,2.1,0,0.7,0,0.2,0,0.2,0,0,3.5,0.8,92,Placed,2026-07-25 18:00:00
231FA04825,CSE,2027,7.29,No,0,6,4,10,7.3,7.9,5.9,9.9,6.2,6.7,5.3,7.7,6.8,5.3,7.1,8,8,9,7,8,7,7,7,6,7,8,9,0,0.7,1.1,1.1,0,0.8,0.3,1.7,0,0.2,2.7,1.9,0.88,91.2,Placed,2026-07-26 00:00:00
231FA04826,CSE-DS,2027,6.94,Yes,5,4,3,7.1,6.7,4.7,7.4,5.4,8.1,6.3,8.2,7,7.1,8.6,6,8,7,8,7,8,7,7,7,8,7,7,8,0.9,0.3,3.3,0,2.6,0,0.7,0,1,0,0,2,0.9,91,Placed,2026-07-26 06:00:00
231FA04827,CSE,2027,7.74,No,0,5,8,6.1,8.2,5.8,6.5,5.5,8.9,6.2,6.7,5.9,7,7.3,8.5,8,9,8,6,8,7,7,7,7,7,8,9,1.9,0.8,2.2,0,2.5,0,0.8,0.3,1.1,0,0.7,0.5,0.9,91,Not Placed,2026-07-26 12:00:00
231FA04828,CSE,2027,8.87,Yes,3,3,4,5.7,6.6,9.1,8.7,6.5,7.3,9.8,5.9,5,6.7,7.2,6.4,8,8,8,7,8,8,6,7,6,7,9,8,2.3,1.4,0,0,1.5,0.7,0,1.1,1,0.3,1.8,1.6,0.98,90.2,Placed,2026-07-26 18:00:00
231FA04829,CSE-AIML,2027,7.89,Yes,6,6,1,8.5,7.5,6.5,6.6,6.3,8.3,6.7,5.8,8.5,6.9,5.6,9.4,7,8,8,6,8,7,8,6,8,7,7,8,0,0.5,1.5,0,1.7,0,1.3,0.2,0,0.1,1.4,0,0.56,94.4,Placed,2026-07-27 00:00:00
231FA04830,CSE,2027,7.46,No,0,4,3,7.7,7,6.6,6.6,6.5,6.6,6.2,6.8,6.2,7.2,6.9,6,8,8,8,7,8,8,7,6,6,8,8,8,0.3,1,1.4,0.4,1.5,1.4,0.8,0,0,0.8,1.1,2,0.89,91.1,Placed,2026-07-27 06:00:00
231FA04831,CSE,2027,7.43,No,0,4,0,6.6,7.3,3.8,7.4,5.1,6.1,3.1,7.4,5.7,6,6.8,4.2,8,8,9,7,9,7,6,7,7,8,8,8,1.4,0.7,5.2,0,3.9,0.9,2.9,0,1.3,2,1.2,3.8,1.94,80.6,Not Placed,2026-07-27 12:00:00
231FA04832,CSE,2027,6.48,Yes,4,4,2,6.9,7.6,7.1,6.3,6.9,6.7,7.8,8.4,6.3,7.1,6,7.4,7,8,9,7,8,7,7,6,7,8,8,9,0.1,0.4,1.9,0.7,1.1,0.3,0,0,0.7,0.9,2,1.6,0.81,91.9,Not Placed,2026-07-27 18:00:00
